Entity,Code,Year,Child mortality rate
Saint Lucia,LCA,1950,17.46
Saint Lucia,LCA,1951,17.1
Saint Lucia,LCA,1952,16.74
Saint Lucia,LCA,1953,16.4
Saint Lucia,LCA,1954,16.04
Saint Lucia,LCA,1955,15.67
Saint Lucia,LCA,1956,15.28
Saint Lucia,LCA,1957,14.87
Saint Lucia,LCA,1958,14.42
Saint Lucia,LCA,1959,13.94
Saint Lucia,LCA,1960,13.42
Saint Lucia,LCA,1961,12.85
Saint Lucia,LCA,1962,12.25
Saint Lucia,LCA,1963,11.62
Saint Lucia,LCA,1964,10.96
Saint Lucia,LCA,1965,10.29
Saint Lucia,LCA,1966,9.62
Saint Lucia,LCA,1967,8.96
Saint Lucia,LCA,1968,8.32
Saint Lucia,LCA,1969,7.7
Saint Lucia,LCA,1970,7.1
Saint Lucia,LCA,1971,6.54
Saint Lucia,LCA,1972,6.02
Saint Lucia,LCA,1973,5.53
Saint Lucia,LCA,1974,5.08
Saint Lucia,LCA,1975,4.67
Saint Lucia,LCA,1976,4.3
Saint Lucia,LCA,1977,3.97
Saint Lucia,LCA,1978,3.68
Saint Lucia,LCA,1979,3.42
Saint Lucia,LCA,1980,3.2
Saint Lucia,LCA,1981,3
Saint Lucia,LCA,1982,2.83
Saint Lucia,LCA,1983,2.68
Saint Lucia,LCA,1984,2.55
Saint Lucia,LCA,1985,2.44
Saint Lucia,LCA,1986,2.35
Saint Lucia,LCA,1987,2.27
Saint Lucia,LCA,1988,2.2
Saint Lucia,LCA,1989,2.14
Saint Lucia,LCA,1990,2.09
Saint Lucia,LCA,1991,2.05
Saint Lucia,LCA,1992,2.01
Saint Lucia,LCA,1993,1.98
Saint Lucia,LCA,1994,1.95
Saint Lucia,LCA,1995,1.92
Saint Lucia,LCA,1996,1.9
Saint Lucia,LCA,1997,1.88
Saint Lucia,LCA,1998,1.87
Saint Lucia,LCA,1999,1.86
Saint Lucia,LCA,2000,1.85
Saint Lucia,LCA,2001,1.84
Saint Lucia,LCA,2002,1.83
Saint Lucia,LCA,2003,1.83
Saint Lucia,LCA,2004,1.83
Saint Lucia,LCA,2005,1.83
Saint Lucia,LCA,2006,1.82
Saint Lucia,LCA,2007,1.82
Saint Lucia,LCA,2008,1.82
Saint Lucia,LCA,2009,1.81
Saint Lucia,LCA,2010,1.8
Saint Lucia,LCA,2011,1.79
Saint Lucia,LCA,2012,1.78
Saint Lucia,LCA,2013,1.77
Saint Lucia,LCA,2014,1.75
Saint Lucia,LCA,2015,1.74
Saint Lucia,LCA,2016,1.72
Saint Lucia,LCA,2017,1.7
Saint Lucia,LCA,2018,1.67
Saint Lucia,LCA,2019,1.65
Saint Lucia,LCA,2020,1.63
Saint Lucia,LCA,2021,1.6
Saint Lucia,LCA,2022,1.58
Saint Lucia,LCA,2023,1.55
Saint Vincent and the Grenadines,VCT,1969,6.03
Saint Vincent and the Grenadines,VCT,1970,6.42
Saint Vincent and the Grenadines,VCT,1971,6.82
Saint Vincent and the Grenadines,VCT,1972,7.2
Saint Vincent and the Grenadines,VCT,1973,7.52
Saint Vincent and the Grenadines,VCT,1974,7.71
Saint Vincent and the Grenadines,VCT,1975,7.7
Saint Vincent and the Grenadines,VCT,1976,7.45
Saint Vincent and the Grenadines,VCT,1977,7.03
Saint Vincent and the Grenadines,VCT,1978,6.49
Saint Vincent and the Grenadines,VCT,1979,5.91
Saint Vincent and the Grenadines,VCT,1980,5.34
Saint Vincent and the Grenadines,VCT,1981,4.82
Saint Vincent and the Grenadines,VCT,1982,4.34
Saint Vincent and the Grenadines,VCT,1983,3.91
Saint Vincent and the Grenadines,VCT,1984,3.54
Saint Vincent and the Grenadines,VCT,1985,3.22
Saint Vincent and the Grenadines,VCT,1986,2.96
Saint Vincent and the Grenadines,VCT,1987,2.75
Saint Vincent and the Grenadines,VCT,1988,2.59
Saint Vincent and the Grenadines,VCT,1989,2.47
Saint Vincent and the Grenadines,VCT,1990,2.38
Saint Vincent and the Grenadines,VCT,1991,2.31
Saint Vincent and the Grenadines,VCT,1992,2.26
Saint Vincent and the Grenadines,VCT,1993,2.24
Saint Vincent and the Grenadines,VCT,1994,2.23
Saint Vincent and the Grenadines,VCT,1995,2.23
Saint Vincent and the Grenadines,VCT,1996,2.23
Saint Vincent and the Grenadines,VCT,1997,2.24
Saint Vincent and the Grenadines,VCT,1998,2.25
Saint Vincent and the Grenadines,VCT,1999,2.25
Saint Vincent and the Grenadines,VCT,2000,2.25
Saint Vincent and the Grenadines,VCT,2001,2.25
Saint Vincent and the Grenadines,VCT,2002,2.24
Saint Vincent and the Grenadines,VCT,2003,2.25
Saint Vincent and the Grenadines,VCT,2004,2.25
Saint Vincent and the Grenadines,VCT,2005,2.26
Saint Vincent and the Grenadines,VCT,2006,2.26
Saint Vincent and the Grenadines,VCT,2007,2.25
Saint Vincent and the Grenadines,VCT,2008,2.23
Saint Vincent and the Grenadines,VCT,2009,2.19
Saint Vincent and the Grenadines,VCT,2010,2.14
Saint Vincent and the Grenadines,VCT,2011,2.06
Saint Vincent and the Grenadines,VCT,2012,1.98
Saint Vincent and the Grenadines,VCT,2013,1.88
Saint Vincent and the Grenadines,VCT,2014,1.79
Saint Vincent and the Grenadines,VCT,2015,1.69
Saint Vincent and the Grenadines,VCT,2016,1.59
Saint Vincent and the Grenadines,VCT,2017,1.49
Saint Vincent and the Grenadines,VCT,2018,1.39
Saint Vincent and the Grenadines,VCT,2019,1.31
Saint Vincent and the Grenadines,VCT,2020,1.23
Saint Vincent and the Grenadines,VCT,2021,1.17
Saint Vincent and the Grenadines,VCT,2022,1.11
Saint Vincent and the Grenadines,VCT,2023,1.06
Samoa,WSM,1940,19.3
Samoa,WSM,1941,18.9
Samoa,WSM,1942,18.52
Samoa,WSM,1943,18.14
Samoa,WSM,1944,17.78
Samoa,WSM,1945,17.42
Samoa,WSM,1946,17.05
Samoa,WSM,1947,16.69
Samoa,WSM,1948,16.31
Samoa,WSM,1949,15.92
Samoa,WSM,1950,15.5
Samoa,WSM,1951,15.05
Samoa,WSM,1952,14.6
Samoa,WSM,1953,14.12
Samoa,WSM,1954,13.63
Samoa,WSM,1955,13.14
Samoa,WSM,1956,12.64
Samoa,WSM,1957,12.14
Samoa,WSM,1958,11.66
Samoa,WSM,1959,11.19
Samoa,WSM,1960,10.74
Samoa,WSM,1961,10.32
Samoa,WSM,1962,9.93
Samoa,WSM,1963,9.56
Samoa,WSM,1964,11.1
Samoa,WSM,1965,8.9
Samoa,WSM,1966,8.57
Samoa,WSM,1967,8.23
Samoa,WSM,1968,7.89
Samoa,WSM,1969,7.53
Samoa,WSM,1970,7.19
Samoa,WSM,1971,6.85
Samoa,WSM,1972,6.52
Samoa,WSM,1973,6.2
Samoa,WSM,1974,5.9
Samoa,WSM,1975,5.62
Samoa,WSM,1976,5.34
Samoa,WSM,1977,5.07
Samoa,WSM,1978,4.82
Samoa,WSM,1979,4.59
Samoa,WSM,1980,4.38
Samoa,WSM,1981,4.19
Samoa,WSM,1982,4.01
Samoa,WSM,1983,3.85
Samoa,WSM,1984,3.7
Samoa,WSM,1985,3.56
Samoa,WSM,1986,3.42
Samoa,WSM,1987,3.3
Samoa,WSM,1988,3.18
Samoa,WSM,1989,3.08
Samoa,WSM,1990,2.98
Samoa,WSM,1991,2.89
Samoa,WSM,1992,2.8
Samoa,WSM,1993,2.7
Samoa,WSM,1994,2.61
Samoa,WSM,1995,2.52
Samoa,WSM,1996,2.44
Samoa,WSM,1997,2.35
Samoa,WSM,1998,2.27
Samoa,WSM,1999,2.19
Samoa,WSM,2000,2.12
Samoa,WSM,2001,2.06
Samoa,WSM,2002,2
Samoa,WSM,2003,1.97
Samoa,WSM,2004,1.94
Samoa,WSM,2005,1.93
Samoa,WSM,2006,1.93
Samoa,WSM,2007,1.93
Samoa,WSM,2008,1.93
Samoa,WSM,2009,2.54
Samoa,WSM,2010,1.93
Samoa,WSM,2011,1.92
Samoa,WSM,2012,1.91
Samoa,WSM,2013,1.89
Samoa,WSM,2014,1.87
Samoa,WSM,2015,1.85
Samoa,WSM,2016,1.83
Samoa,WSM,2017,1.81
Samoa,WSM,2018,1.78
Samoa,WSM,2019,2.02
Samoa,WSM,2020,1.7
Samoa,WSM,2021,1.66
Samoa,WSM,2022,1.62
Samoa,WSM,2023,1.57
San Marino,SMR,1985,1.99
San Marino,SMR,1986,1.82
San Marino,SMR,1987,1.66
San Marino,SMR,1988,1.52
San Marino,SMR,1989,1.39
San Marino,SMR,1990,1.27
San Marino,SMR,1991,1.16
San Marino,SMR,1992,1.06
San Marino,SMR,1993,0.97
San Marino,SMR,1994,0.89
San Marino,SMR,1995,0.81
San Marino,SMR,1996,0.75
San Marino,SMR,1997,0.69
San Marino,SMR,1998,0.63
San Marino,SMR,1999,0.58
San Marino,SMR,2000,0.54
San Marino,SMR,2001,0.5
San Marino,SMR,2002,0.46
San Marino,SMR,2003,0.42
San Marino,SMR,2004,0.39
San Marino,SMR,2005,0.37
San Marino,SMR,2006,0.34
San Marino,SMR,2007,0.32
San Marino,SMR,2008,0.3
San Marino,SMR,2009,0.28
San Marino,SMR,2010,0.27
San Marino,SMR,2011,0.25
San Marino,SMR,2012,0.24
San Marino,SMR,2013,0.23
San Marino,SMR,2014,0.21
San Marino,SMR,2015,0.2
San Marino,SMR,2016,0.19
San Marino,SMR,2017,0.18
San Marino,SMR,2018,0.17
San Marino,SMR,2019,0.17
San Marino,SMR,2020,0.16
San Marino,SMR,2021,0.15
San Marino,SMR,2022,0.15
San Marino,SMR,2023,0.14
Sao Tome and Principe,STP,1965,9.56
Sao Tome and Principe,STP,1966,9.29
Sao Tome and Principe,STP,1967,9.04
Sao Tome and Principe,STP,1968,8.85
Sao Tome and Principe,STP,1969,8.71
Sao Tome and Principe,STP,1970,8.64
Sao Tome and Principe,STP,1971,8.63
Sao Tome and Principe,STP,1972,8.67
Sao Tome and Principe,STP,1973,8.73
Sao Tome and Principe,STP,1974,8.79
Sao Tome and Principe,STP,1975,8.85
Sao Tome and Principe,STP,1976,8.89
Sao Tome and Principe,STP,1977,8.93
Sao Tome and Principe,STP,1978,8.96
Sao Tome and Principe,STP,1979,9.02
Sao Tome and Principe,STP,1980,9.1
Sao Tome and Principe,STP,1981,9.21
Sao Tome and Principe,STP,1982,9.37
Sao Tome and Principe,STP,1983,9.56
Sao Tome and Principe,STP,1984,9.77
Sao Tome and Principe,STP,1985,9.99
Sao Tome and Principe,STP,1986,11.38
Sao Tome and Principe,STP,1987,10.4
Sao Tome and Principe,STP,1988,10.56
Sao Tome and Principe,STP,1989,10.7
Sao Tome and Principe,STP,1990,10.81
Sao Tome and Principe,STP,1991,10.88
Sao Tome and Principe,STP,1992,10.89
Sao Tome and Principe,STP,1993,10.82
Sao Tome and Principe,STP,1994,10.68
Sao Tome and Principe,STP,1995,10.44
Sao Tome and Principe,STP,1996,10.13
Sao Tome and Principe,STP,1997,9.73
Sao Tome and Principe,STP,1998,9.26
Sao Tome and Principe,STP,1999,8.76
Sao Tome and Principe,STP,2000,8.21
Sao Tome and Principe,STP,2001,7.66
Sao Tome and Principe,STP,2002,7.1
Sao Tome and Principe,STP,2003,6.57
Sao Tome and Principe,STP,2004,6.05
Sao Tome and Principe,STP,2005,5.56
Sao Tome and Principe,STP,2006,5.11
Sao Tome and Principe,STP,2007,4.68
Sao Tome and Principe,STP,2008,4.3
Sao Tome and Principe,STP,2009,3.95
Sao Tome and Principe,STP,2010,3.63
Sao Tome and Principe,STP,2011,3.33
Sao Tome and Principe,STP,2012,3.04
Sao Tome and Principe,STP,2013,2.77
Sao Tome and Principe,STP,2014,2.54
Sao Tome and Principe,STP,2015,2.31
Sao Tome and Principe,STP,2016,2.11
Sao Tome and Principe,STP,2017,1.95
Sao Tome and Principe,STP,2018,1.81
Sao Tome and Principe,STP,2019,1.7
Sao Tome and Principe,STP,2020,1.6
Sao Tome and Principe,STP,2021,1.53
Sao Tome and Principe,STP,2022,1.46
Sao Tome and Principe,STP,2023,1.39
Saudi Arabia,SAU,1960,24.25
Saudi Arabia,SAU,1970,18.28
Saudi Arabia,SAU,1971,17.12
Saudi Arabia,SAU,1972,15.96
Saudi Arabia,SAU,1973,14.93
Saudi Arabia,SAU,1974,13.98
Saudi Arabia,SAU,1975,13.07
Saudi Arabia,SAU,1976,12.23
Saudi Arabia,SAU,1977,11.44
Saudi Arabia,SAU,1978,10.69
Saudi Arabia,SAU,1979,9.99
Saudi Arabia,SAU,1980,9.34
Saudi Arabia,SAU,1981,8.71
Saudi Arabia,SAU,1982,8.12
Saudi Arabia,SAU,1983,7.56
Saudi Arabia,SAU,1984,7.04
Saudi Arabia,SAU,1985,6.55
Saudi Arabia,SAU,1986,6.07
Saudi Arabia,SAU,1987,5.62
Saudi Arabia,SAU,1988,5.19
Saudi Arabia,SAU,1989,4.8
Saudi Arabia,SAU,1990,4.44
Saudi Arabia,SAU,1991,4.11
Saudi Arabia,SAU,1992,3.81
Saudi Arabia,SAU,1993,3.54
Saudi Arabia,SAU,1994,3.29
Saudi Arabia,SAU,1995,3.06
Saudi Arabia,SAU,1996,2.86
Saudi Arabia,SAU,1997,2.67
Saudi Arabia,SAU,1998,2.5
Saudi Arabia,SAU,1999,2.35
Saudi Arabia,SAU,2000,2.21
Saudi Arabia,SAU,2001,2.08
Saudi Arabia,SAU,2002,1.96
Saudi Arabia,SAU,2003,1.85
Saudi Arabia,SAU,2004,1.75
Saudi Arabia,SAU,2005,1.65
Saudi Arabia,SAU,2006,1.56
Saudi Arabia,SAU,2007,1.47
Saudi Arabia,SAU,2008,1.38
Saudi Arabia,SAU,2009,1.3
Saudi Arabia,SAU,2010,1.22
Saudi Arabia,SAU,2011,1.15
Saudi Arabia,SAU,2012,1.08
Saudi Arabia,SAU,2013,1.02
Saudi Arabia,SAU,2014,0.96
Saudi Arabia,SAU,2015,0.9
Saudi Arabia,SAU,2016,0.85
Saudi Arabia,SAU,2017,0.8
Saudi Arabia,SAU,2018,0.76
Saudi Arabia,SAU,2019,0.72
Saudi Arabia,SAU,2020,0.69
Saudi Arabia,SAU,2021,0.66
Saudi Arabia,SAU,2022,0.64
Saudi Arabia,SAU,2023,0.62
Senegal,SEN,1944,37.53
Senegal,SEN,1945,36.9
Senegal,SEN,1946,36.23
Senegal,SEN,1947,35.56
Senegal,SEN,1948,34.89
Senegal,SEN,1949,34.26
Senegal,SEN,1950,33.63
Senegal,SEN,1951,32.99
Senegal,SEN,1952,32.39
Senegal,SEN,1953,31.78
Senegal,SEN,1954,31.23
Senegal,SEN,1955,30.7
Senegal,SEN,1956,30.27
Senegal,SEN,1957,29.91
Senegal,SEN,1958,29.63
Senegal,SEN,1959,29.44
Senegal,SEN,1960,29.34
Senegal,SEN,1961,29.37
Senegal,SEN,1962,29.45
Senegal,SEN,1963,29.56
Senegal,SEN,1964,29.65
Senegal,SEN,1965,29.7
Senegal,SEN,1966,29.67
Senegal,SEN,1967,29.57
Senegal,SEN,1968,29.39
Senegal,SEN,1969,29.16
Senegal,SEN,1970,28.82
Senegal,SEN,1971,28.36
Senegal,SEN,1972,27.76
Senegal,SEN,1973,27.04
Senegal,SEN,1974,26.22
Senegal,SEN,1975,25.27
Senegal,SEN,1976,24.21
Senegal,SEN,1977,23.11
Senegal,SEN,1978,22.08
Senegal,SEN,1979,21.16
Senegal,SEN,1980,20.37
Senegal,SEN,1981,19.72
Senegal,SEN,1982,19.14
Senegal,SEN,1983,18.54
Senegal,SEN,1984,17.87
Senegal,SEN,1985,17.11
Senegal,SEN,1986,16.26
Senegal,SEN,1987,15.42
Senegal,SEN,1988,14.68
Senegal,SEN,1989,14.12
Senegal,SEN,1990,13.74
Senegal,SEN,1991,13.55
Senegal,SEN,1992,13.5
Senegal,SEN,1993,13.55
Senegal,SEN,1994,13.65
Senegal,SEN,1995,13.76
Senegal,SEN,1996,13.84
Senegal,SEN,1997,13.85
Senegal,SEN,1998,13.73
Senegal,SEN,1999,13.43
Senegal,SEN,2000,12.93
Senegal,SEN,2001,12.21
Senegal,SEN,2002,11.35
Senegal,SEN,2003,10.45
Senegal,SEN,2004,9.59
Senegal,SEN,2005,8.8
Senegal,SEN,2006,8.11
Senegal,SEN,2007,7.52
Senegal,SEN,2008,7.03
Senegal,SEN,2009,6.63
Senegal,SEN,2010,6.3
Senegal,SEN,2011,6.01
Senegal,SEN,2012,5.77
Senegal,SEN,2013,5.57
Senegal,SEN,2014,5.39
Senegal,SEN,2015,5.24
Senegal,SEN,2016,5.11
Senegal,SEN,2017,4.97
Senegal,SEN,2018,4.82
Senegal,SEN,2019,4.65
Senegal,SEN,2020,4.46
Senegal,SEN,2021,4.25
Senegal,SEN,2022,4.04
Senegal,SEN,2023,3.85
Serbia,SRB,1888,22.41
Serbia,SRB,1889,25.15
Serbia,SRB,1890,23.33
Serbia,SRB,1891,27.16
Serbia,SRB,1892,31.88
Serbia,SRB,1893,28.44
Serbia,SRB,1894,26.52
Serbia,SRB,1895,25.67
Serbia,SRB,1896,27.16
Serbia,SRB,1897,27.16
Serbia,SRB,1898,26.19
Serbia,SRB,1899,24.61
Serbia,SRB,1900,24.25
Serbia,SRB,1901,23.33
Serbia,SRB,1902,24.43
Serbia,SRB,1903,24.43
Serbia,SRB,1904,21.47
Serbia,SRB,1905,26.52
Serbia,SRB,1906,22.96
Serbia,SRB,1907,23.7
Serbia,SRB,1908,25.67
Serbia,SRB,1909,29.42
Serbia,SRB,1910,22.22
Serbia,SRB,1983,4.67
Serbia,SRB,1984,4.07
Serbia,SRB,1985,3.93
Serbia,SRB,1986,3.78
Serbia,SRB,1987,3.59
Serbia,SRB,1988,3.36
Serbia,SRB,1989,3.1
Serbia,SRB,1990,2.85
Serbia,SRB,1991,2.61
Serbia,SRB,1992,2.43
Serbia,SRB,1993,2.29
Serbia,SRB,1994,2.14
Serbia,SRB,1995,1.95
Serbia,SRB,1996,1.74
Serbia,SRB,1997,1.56
Serbia,SRB,1998,1.42
Serbia,SRB,1999,1.32
Serbia,SRB,2000,1.26
Serbia,SRB,2001,1.2
Serbia,SRB,2002,1.14
Serbia,SRB,2003,1.05
Serbia,SRB,2004,0.97
Serbia,SRB,2005,0.9
Serbia,SRB,2006,0.85
Serbia,SRB,2007,0.82
Serbia,SRB,2008,0.79
Serbia,SRB,2009,0.78
Serbia,SRB,2010,0.76
Serbia,SRB,2011,0.73
Serbia,SRB,2012,0.71
Serbia,SRB,2013,0.68
Serbia,SRB,2014,0.66
Serbia,SRB,2015,0.63
Serbia,SRB,2016,0.61
Serbia,SRB,2017,0.59
Serbia,SRB,2018,0.58
Serbia,SRB,2019,0.57
Serbia,SRB,2020,0.55
Serbia,SRB,2021,0.54
Serbia,SRB,2022,0.53
Serbia,SRB,2023,0.52
Seychelles,SYC,1943,11.96
Seychelles,SYC,1944,11.93
Seychelles,SYC,1945,11.91
Seychelles,SYC,1946,11.87
Seychelles,SYC,1947,11.83
Seychelles,SYC,1948,11.8
Seychelles,SYC,1949,11.73
Seychelles,SYC,1950,11.64
Seychelles,SYC,1951,11.56
Seychelles,SYC,1952,11.45
Seychelles,SYC,1953,11.33
Seychelles,SYC,1954,11.21
Seychelles,SYC,1955,11.08
Seychelles,SYC,1956,10.96
Seychelles,SYC,1957,10.83
Seychelles,SYC,1958,10.71
Seychelles,SYC,1959,10.58
Seychelles,SYC,1960,10.46
Seychelles,SYC,1961,10.32
Seychelles,SYC,1962,10.17
Seychelles,SYC,1963,10
Seychelles,SYC,1964,9.8
Seychelles,SYC,1965,9.55
Seychelles,SYC,1966,9.26
Seychelles,SYC,1967,8.92
Seychelles,SYC,1968,8.52
Seychelles,SYC,1969,8.07
Seychelles,SYC,1970,7.58
Seychelles,SYC,1971,7.09
Seychelles,SYC,1972,6.59
Seychelles,SYC,1973,6.09
Seychelles,SYC,1974,5.59
Seychelles,SYC,1975,5.09
Seychelles,SYC,1976,4.6
Seychelles,SYC,1977,4.14
Seychelles,SYC,1978,3.72
Seychelles,SYC,1979,3.34
Seychelles,SYC,1980,3.01
Seychelles,SYC,1981,2.74
Seychelles,SYC,1982,2.51
Seychelles,SYC,1983,2.32
Seychelles,SYC,1984,2.16
Seychelles,SYC,1985,2.04
Seychelles,SYC,1986,1.93
Seychelles,SYC,1987,1.84
Seychelles,SYC,1988,1.76
Seychelles,SYC,1989,1.69
Seychelles,SYC,1990,1.63
Seychelles,SYC,1991,1.58
Seychelles,SYC,1992,1.53
Seychelles,SYC,1993,1.49
Seychelles,SYC,1994,1.46
Seychelles,SYC,1995,1.43
Seychelles,SYC,1996,1.41
Seychelles,SYC,1997,1.4
Seychelles,SYC,1998,1.39
Seychelles,SYC,1999,1.38
Seychelles,SYC,2000,1.38
Seychelles,SYC,2001,1.37
Seychelles,SYC,2002,1.37
Seychelles,SYC,2003,1.37
Seychelles,SYC,2004,1.38
Seychelles,SYC,2005,1.38
Seychelles,SYC,2006,1.38
Seychelles,SYC,2007,1.39
Seychelles,SYC,2008,1.39
Seychelles,SYC,2009,1.4
Seychelles,SYC,2010,1.41
Seychelles,SYC,2011,1.42
Seychelles,SYC,2012,1.43
Seychelles,SYC,2013,1.44
Seychelles,SYC,2014,1.45
Seychelles,SYC,2015,1.45
Seychelles,SYC,2016,1.46
Seychelles,SYC,2017,1.47
Seychelles,SYC,2018,1.48
Seychelles,SYC,2019,1.48
Seychelles,SYC,2020,1.48
Seychelles,SYC,2021,1.47
Seychelles,SYC,2022,1.45
Seychelles,SYC,2023,1.43
Sierra Leone,SLE,1956,41.32
Sierra Leone,SLE,1957,40.77
Sierra Leone,SLE,1958,40.21
Sierra Leone,SLE,1959,39.65
Sierra Leone,SLE,1960,39.09
Sierra Leone,SLE,1961,38.52
Sierra Leone,SLE,1962,37.95
Sierra Leone,SLE,1963,37.39
Sierra Leone,SLE,1964,36.81
Sierra Leone,SLE,1965,36.22
Sierra Leone,SLE,1966,35.63
Sierra Leone,SLE,1967,35.04
Sierra Leone,SLE,1968,34.46
Sierra Leone,SLE,1969,33.92
Sierra Leone,SLE,1970,33.38
Sierra Leone,SLE,1971,32.85
Sierra Leone,SLE,1972,32.34
Sierra Leone,SLE,1973,31.85
Sierra Leone,SLE,1974,31.37
Sierra Leone,SLE,1975,30.91
Sierra Leone,SLE,1976,30.46
Sierra Leone,SLE,1977,30.03
Sierra Leone,SLE,1978,29.63
Sierra Leone,SLE,1979,29.23
Sierra Leone,SLE,1980,28.86
Sierra Leone,SLE,1981,28.48
Sierra Leone,SLE,1982,28.13
Sierra Leone,SLE,1983,27.8
Sierra Leone,SLE,1984,27.48
Sierra Leone,SLE,1985,27.18
Sierra Leone,SLE,1986,26.9
Sierra Leone,SLE,1987,26.64
Sierra Leone,SLE,1988,26.37
Sierra Leone,SLE,1989,26.15
Sierra Leone,SLE,1990,25.93
Sierra Leone,SLE,1991,25.71
Sierra Leone,SLE,1992,25.48
Sierra Leone,SLE,1993,25.25
Sierra Leone,SLE,1994,24.97
Sierra Leone,SLE,1995,24.65
Sierra Leone,SLE,1996,24.28
Sierra Leone,SLE,1997,23.86
Sierra Leone,SLE,1998,23.39
Sierra Leone,SLE,1999,22.9
Sierra Leone,SLE,2000,22.37
Sierra Leone,SLE,2001,21.82
Sierra Leone,SLE,2002,21.26
Sierra Leone,SLE,2003,20.67
Sierra Leone,SLE,2004,20.06
Sierra Leone,SLE,2005,19.43
Sierra Leone,SLE,2006,18.77
Sierra Leone,SLE,2007,18.06
Sierra Leone,SLE,2008,17.33
Sierra Leone,SLE,2009,16.6
Sierra Leone,SLE,2010,15.87
Sierra Leone,SLE,2011,15.17
Sierra Leone,SLE,2012,14.5
Sierra Leone,SLE,2013,13.88
Sierra Leone,SLE,2014,13.68
Sierra Leone,SLE,2015,13.76
Sierra Leone,SLE,2016,12.27
Sierra Leone,SLE,2017,11.79
Sierra Leone,SLE,2018,11.34
Sierra Leone,SLE,2019,10.91
Sierra Leone,SLE,2020,10.51
Sierra Leone,SLE,2021,10.14
Sierra Leone,SLE,2022,9.77
Sierra Leone,SLE,2023,9.43
Singapore,SGP,1930,34.8
Singapore,SGP,1931,32.2
Singapore,SGP,1932,28.77
Singapore,SGP,1933,27.32
Singapore,SGP,1934,27.47
Singapore,SGP,1935,25.85
Singapore,SGP,1936,27.94
Singapore,SGP,1937,25.15
Singapore,SGP,1938,25.85
Singapore,SGP,1939,20.72
Singapore,SGP,1940,22.96
Singapore,SGP,1943,31.55
Singapore,SGP,1944,46.28
Singapore,SGP,1945,35.12
Singapore,SGP,1946,13.12
Singapore,SGP,1947,12.59
Singapore,SGP,1948,11.54
Singapore,SGP,1949,10.02
Singapore,SGP,1950,11.72
Singapore,SGP,1951,10.52
Singapore,SGP,1952,9.69
Singapore,SGP,1953,8.48
Singapore,SGP,1954,7.82
Singapore,SGP,1955,7.19
Singapore,SGP,1956,6.64
Singapore,SGP,1957,6.16
Singapore,SGP,1958,5.68
Singapore,SGP,1959,5.21
Singapore,SGP,1960,4.76
Singapore,SGP,1961,4.37
Singapore,SGP,1962,4.05
Singapore,SGP,1963,3.81
Singapore,SGP,1964,3.64
Singapore,SGP,1965,3.5
Singapore,SGP,1966,3.34
Singapore,SGP,1967,3.18
Singapore,SGP,1968,3.01
Singapore,SGP,1969,2.86
Singapore,SGP,1970,2.71
Singapore,SGP,1971,2.56
Singapore,SGP,1972,2.39
Singapore,SGP,1973,2.18
Singapore,SGP,1974,1.95
Singapore,SGP,1975,1.75
Singapore,SGP,1976,1.62
Singapore,SGP,1977,1.54
Singapore,SGP,1978,1.51
Singapore,SGP,1979,1.49
Singapore,SGP,1980,1.46
Singapore,SGP,1981,1.4
Singapore,SGP,1982,1.32
Singapore,SGP,1983,1.23
Singapore,SGP,1984,1.16
Singapore,SGP,1985,1.09
Singapore,SGP,1986,1.03
Singapore,SGP,1987,0.97
Singapore,SGP,1988,0.91
Singapore,SGP,1989,0.84
Singapore,SGP,1990,0.77
Singapore,SGP,1991,0.7
Singapore,SGP,1992,0.63
Singapore,SGP,1993,0.58
Singapore,SGP,1994,0.54
Singapore,SGP,1995,0.51
Singapore,SGP,1996,0.48
Singapore,SGP,1997,0.46
Singapore,SGP,1998,0.44
Singapore,SGP,1999,0.41
Singapore,SGP,2000,0.38
Singapore,SGP,2001,0.36
Singapore,SGP,2002,0.34
Singapore,SGP,2003,0.32
Singapore,SGP,2004,0.31
Singapore,SGP,2005,0.3
Singapore,SGP,2006,0.29
Singapore,SGP,2007,0.29
Singapore,SGP,2008,0.28
Singapore,SGP,2009,0.28
Singapore,SGP,2010,0.28
Singapore,SGP,2011,0.28
Singapore,SGP,2012,0.28
Singapore,SGP,2013,0.28
Singapore,SGP,2014,0.27
Singapore,SGP,2015,0.27
Singapore,SGP,2016,0.27
Singapore,SGP,2017,0.26
Singapore,SGP,2018,0.25
Singapore,SGP,2019,0.24
Singapore,SGP,2020,0.23
Singapore,SGP,2021,0.22
Singapore,SGP,2022,0.22
Singapore,SGP,2023,0.21
Slovakia,SVK,1950,11.82
Slovakia,SVK,1951,10.16
Slovakia,SVK,1952,8.75
Slovakia,SVK,1953,7.57
Slovakia,SVK,1954,6.59
Slovakia,SVK,1955,5.81
Slovakia,SVK,1956,5.18
Slovakia,SVK,1957,4.67
Slovakia,SVK,1958,4.26
Slovakia,SVK,1959,3.93
Slovakia,SVK,1960,3.67
Slovakia,SVK,1961,3.47
Slovakia,SVK,1962,3.32
Slovakia,SVK,1963,3.21
Slovakia,SVK,1964,3.14
Slovakia,SVK,1965,3.08
Slovakia,SVK,1966,3.05
Slovakia,SVK,1967,3.02
Slovakia,SVK,1968,3
Slovakia,SVK,1969,2.97
Slovakia,SVK,1970,2.95
Slovakia,SVK,1971,2.92
Slovakia,SVK,1972,2.89
